year,pubpriv,hiqual,degree,sex,age,occ1_lab,rwage,ln_wage
2017.0,Private,GCE A Level or equiv,0.0,Female,46.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,22.90696246419499,2.7600161683151274
2011.0,Private,GCSE grades A-C or equiv,0.0,Female,40.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",13.046342603778147,2.210084227775057
2004.0,Public,Degree or equivalent,1.0,Male,57.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,32.87324266895892,3.3427846426231413
2015.0,Private,Degree or equivalent,1.0,Male,38.0,ELEMENTARY OCCUPATIONS,8.657648846915112,1.9247474306479941
2009.0,Private,No qualification,0.0,Female,68.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.68821350488045,1.9247753350384942
2011.0,Public,Higher education,0.0,Female,59.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",18.96054501276461,3.026398219158107
2008.0,Private,Higher education,0.0,Male,42.0,SKILLED TRADE OCCUPATIONS,14.725883564129784,2.079728547353509
2012.0,Private,Degree or equivalent,1.0,Male,46.0,PROFESSIONAL OCCUPATIONS,20.202427559341558,2.571964626729809
2012.0,Private,Degree or equivalent,1.0,Male,25.0,PROFESSIONAL OCCUPATIONS,19.424339094483393,3.06414637360807
2011.0,Public,GCSE grades A-C or equiv,0.0,Male,44.0,"PROCESS, PLANT AND MACHINE OPERATIVES",13.649539955750628,2.39280034457438
2008.0,Public,No qualification,0.0,Female,61.0,ELEMENTARY OCCUPATIONS,9.329400337331297,2.207883472366666
2007.0,Public,Degree or equivalent,1.0,Female,30.0,PROFESSIONAL OCCUPATIONS,25.40219144951581,3.552421753375631
2012.0,Private,Degree or equivalent,1.0,Male,44.0,PROFESSIONAL OCCUPATIONS,32.870592141317694,3.343849519230676
2009.0,Public,Degree or equivalent,1.0,Female,27.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,6.874174393388428,1.9729701582931005
2011.0,Public,Degree or equivalent,1.0,Female,43.0,PROFESSIONAL OCCUPATIONS,31.250182389005147,3.010576015278302
2007.0,Private,GCSE grades A-C or equiv,0.0,Female,37.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.509989136261735,1.5832024076145095
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,53.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",-0.7961350873855011,1.480983396753297
2009.0,Private,No qualification,0.0,Female,37.0,ELEMENTARY OCCUPATIONS,8.152624699350621,1.57130207500285
2008.0,Public,GCSE grades A-C or equiv,0.0,Female,37.0,ELEMENTARY OCCUPATIONS,9.528375205353576,1.6724200171129837
2005.0,Private,GCE A Level or equiv,0.0,Male,46.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",17.480156704198972,2.800079291829494
2009.0,Private,Higher education,0.0,Female,54.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",13.60958278962826,2.3222220515790797
2019.0,Private,GCSE grades A-C or equiv,0.0,Female,39.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.35933001330718,2.2850507733340013
2017.0,Private,GCE A Level or equiv,0.0,Female,25.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,3.861877851603312,1.5849793576543885
2014.0,Private,Higher education,0.0,Male,44.0,SKILLED TRADE OCCUPATIONS,13.463385076724306,2.5352538906142374
2015.0,Private,Degree or equivalent,1.0,Female,56.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",22.52164342358824,3.027859698998603
2006.0,Public,Degree or equivalent,1.0,Female,66.0,PROFESSIONAL OCCUPATIONS,7.947894433792413,1.7928235294857777
2015.0,Private,GCE A Level or equiv,0.0,Male,26.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,13.025468796961887,2.5202953207489927
2018.0,Private,No qualification,0.0,Female,49.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.66192270083262,2.023836800221466
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,43.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,3.9333202060531818,1.772095866642915
2009.0,Private,Higher education,0.0,Male,38.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",41.040581672042634,3.6236697055416283
2003.0,Private,GCSE grades A-C or equiv,0.0,Male,45.0,"PROCESS, PLANT AND MACHINE OPERATIVES",22.742133210761047,3.1708727602765316
2019.0,Public,GCSE grades A-C or equiv,0.0,Female,51.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,2.2431692397949927,1.3356240597795836
2009.0,Private,No qualification,0.0,Female,22.0,"PROCESS, PLANT AND MACHINE OPERATIVES",12.851453718487395,2.4291180467222153
2002.0,Private,GCE A Level or equiv,0.0,Male,54.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,9.210176303891703,2.38274997428292
2015.0,Public,GCE A Level or equiv,0.0,Female,58.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.462117087556372,2.3976809306338756
2006.0,Private,Other qualifications,0.0,Male,45.0,SKILLED TRADE OCCUPATIONS,10.64091985459531,1.237507583695645
2004.0,Private,Other qualifications,0.0,Female,29.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.865117894638,1.7969247251121767
2009.0,Public,Degree or equivalent,1.0,Male,39.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,41.42212620910094,3.772215370388174
2005.0,Private,Other qualifications,0.0,Female,41.0,ELEMENTARY OCCUPATIONS,7.514890264584979,1.9087978062074937
2011.0,Private,GCE A Level or equiv,0.0,Female,38.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",25.31387143307613,2.8693203896378843
2013.0,Private,Degree or equivalent,1.0,Male,36.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,29.981768397118508,3.5866305898182462
2012.0,Private,Higher education,0.0,Female,54.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,15.564570696698127,2.363364918543943
2011.0,Public,Degree or equivalent,1.0,Female,29.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,10.389084770556003,2.2385299341540548
2003.0,Private,GCSE grades A-C or equiv,0.0,Female,17.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.486043122936975,1.5244247305510428
2015.0,Public,GCE A Level or equiv,0.0,Female,25.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.154614589442946,2.0494139659578683
2011.0,Private,GCE A Level or equiv,0.0,Male,31.0,SKILLED TRADE OCCUPATIONS,15.496838982844007,2.843457655419657
2014.0,Public,GCSE grades A-C or equiv,0.0,Female,37.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,9.348626190309455,2.190784290463904
2015.0,Public,Other qualifications,0.0,Male,31.0,ELEMENTARY OCCUPATIONS,11.401018616977147,2.141313334346152
2014.0,Private,Other qualifications,0.0,Female,31.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",18.727261163848286,2.6953341332698892
2008.0,Private,Degree or equivalent,1.0,Female,45.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",61.61348839332236,4.149336556545112
2008.0,Public,Degree or equivalent,1.0,Female,29.0,PROFESSIONAL OCCUPATIONS,20.421103519362685,3.178815990290931
2012.0,Private,Other qualifications,0.0,Male,53.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.208885330047237,1.7844176320595362
2002.0,Private,GCE A Level or equiv,0.0,Female,41.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",24.582707801457843,2.806719885856652
2005.0,Private,No qualification,0.0,Female,26.0,SKILLED TRADE OCCUPATIONS,-13.627394912103988,2.094250123493666
2012.0,Public,GCE A Level or equiv,0.0,Female,64.0,ELEMENTARY OCCUPATIONS,4.610689853904859,2.0369475354329576
2015.0,Private,GCE A Level or equiv,0.0,Female,37.0,PROFESSIONAL OCCUPATIONS,12.602425099735973,2.5750426093278307
2002.0,Public,Degree or equivalent,1.0,Female,42.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,18.82418021950517,3.0436579735446436
2014.0,Public,GCE A Level or equiv,0.0,Female,48.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.229570567786048,2.2352062637864227
2011.0,Private,GCE A Level or equiv,0.0,Female,26.0,PROFESSIONAL OCCUPATIONS,9.08634624633288,1.9511520645234794
2008.0,Private,GCSE grades A-C or equiv,0.0,Male,51.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",26.32608138212894,3.026551815636875
2007.0,Private,Degree or equivalent,1.0,Female,33.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.86610442067157,2.3992344080524113
2015.0,Private,Other qualifications,0.0,Male,49.0,SKILLED TRADE OCCUPATIONS,10.684336030794379,2.176153180661561
2018.0,Private,GCE A Level or equiv,0.0,Female,27.0,"PROCESS, PLANT AND MACHINE OPERATIVES",16.147087481224673,2.9341820217976475
2002.0,Private,GCSE grades A-C or equiv,0.0,Female,57.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,0.6613906551317505,0.9693683691381043
2011.0,Private,Degree or equivalent,1.0,Female,58.0,PROFESSIONAL OCCUPATIONS,25.061010480061103,3.094926000756527
2003.0,Public,Degree or equivalent,1.0,Female,24.0,PROFESSIONAL OCCUPATIONS,8.55144684168213,1.9732422913620622
2009.0,Private,Other qualifications,0.0,Female,52.0,ELEMENTARY OCCUPATIONS,7.261933385208249,1.720060650663036
2020.0,Private,Other qualifications,0.0,Female,72.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,39.02808305195073,2.6881985241335715
2002.0,Public,Degree or equivalent,1.0,Male,53.0,PROFESSIONAL OCCUPATIONS,33.608234239376316,3.6667299982476935
2015.0,Private,GCE A Level or equiv,0.0,Female,24.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.858658935419452,2.5369969470813727
2009.0,Public,Other qualifications,0.0,Male,33.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,6.843371314466033,2.05340827211459
2004.0,Public,GCSE grades A-C or equiv,0.0,Female,52.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.257079603681015,2.539876644590153
2015.0,Public,Degree or equivalent,1.0,Female,46.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.8409621191162575,2.008145139098631
2020.0,Private,Other qualifications,0.0,Male,17.0,ELEMENTARY OCCUPATIONS,7.420376072967751,1.9208227966441926
2005.0,Public,GCSE grades A-C or equiv,0.0,Female,39.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.222394909756753,2.1165954736987116
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,48.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.202336322012675,2.0470036817166255
2015.0,Private,Higher education,0.0,Female,21.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.876864436533574,1.7520397822338678
2014.0,Private,GCSE grades A-C or equiv,0.0,Female,40.0,"PROCESS, PLANT AND MACHINE OPERATIVES",12.537375217973512,2.194912988302155
2016.0,Private,Higher education,0.0,Male,61.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.939479954100975,2.2864179272727676
2014.0,Private,GCE A Level or equiv,0.0,Male,59.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",15.15099352968432,2.7740732411277413
2014.0,Private,No qualification,0.0,Male,56.0,"PROCESS, PLANT AND MACHINE OPERATIVES",5.7096679755422155,1.857562345328413
2003.0,Private,GCE A Level or equiv,0.0,Male,28.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",9.047840382773192,2.1002114386392328
2009.0,Private,No qualification,0.0,Female,32.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.2019734711443455,1.5343293714258701
2012.0,Public,GCE A Level or equiv,0.0,Female,28.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",13.16242662701227,2.5032943020786154
2018.0,Private,GCE A Level or equiv,0.0,Female,58.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.700199687015837,1.6545397974825482
2002.0,Private,Other qualifications,0.0,Male,37.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",10.638913116847853,1.7923333513164112
2020.0,Public,GCE A Level or equiv,0.0,Male,55.0,PROFESSIONAL OCCUPATIONS,23.25842071295122,2.790511054973903
2014.0,Private,Other qualifications,0.0,Male,46.0,"PROCESS, PLANT AND MACHINE OPERATIVES",9.881114857790884,2.0968316795933797
2008.0,Private,GCE A Level or equiv,0.0,Female,38.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.569901680668465,2.034910725902802
2016.0,Public,Degree or equivalent,1.0,Male,42.0,PROFESSIONAL OCCUPATIONS,31.316208110471447,3.6413477190673675
2015.0,Private,Other qualifications,0.0,Male,31.0,"PROCESS, PLANT AND MACHINE OPERATIVES",8.473965785057288,2.372961986122915
2003.0,Private,GCE A Level or equiv,0.0,Female,18.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,3.5688737065193674,1.2127904717843503
2013.0,Private,GCE A Level or equiv,0.0,Male,35.0,"PROCESS, PLANT AND MACHINE OPERATIVES",19.155445973604607,3.1184918217609305
2015.0,Private,GCE A Level or equiv,0.0,Male,28.0,"PROCESS, PLANT AND MACHINE OPERATIVES",15.04404748590607,2.538428861663685
2005.0,Private,GCE A Level or equiv,0.0,Female,23.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.000916130251753,2.360809580054996
2008.0,Private,GCE A Level or equiv,0.0,Female,43.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.280782726952584,2.1946075640406666
2013.0,Public,Degree or equivalent,1.0,Female,27.0,PROFESSIONAL OCCUPATIONS,23.067128898219913,3.0003208163325485
2010.0,Public,Degree or equivalent,1.0,Female,50.0,PROFESSIONAL OCCUPATIONS,-0.8337381938024997,1.9420175761170633
2011.0,Private,Degree or equivalent,1.0,Female,38.0,ELEMENTARY OCCUPATIONS,4.562175666510406,1.436256920488094
2015.0,Private,Degree or equivalent,1.0,Female,34.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.759550042412306,2.2149904830009937
2005.0,Private,Degree or equivalent,1.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,12.728270442417333,2.6681757685532177
2002.0,Private,No qualification,0.0,Male,57.0,"PROCESS, PLANT AND MACHINE OPERATIVES",13.623239877292487,2.583321211026051
2005.0,Private,No qualification,0.0,Male,35.0,ELEMENTARY OCCUPATIONS,7.36880782702188,1.9925203808160452
2018.0,Private,GCE A Level or equiv,0.0,Female,20.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.076686306226621,1.7515251548776376
2002.0,Private,GCE A Level or equiv,0.0,Male,55.0,ELEMENTARY OCCUPATIONS,10.607547897567887,2.3177698065343733
2010.0,Private,Degree or equivalent,1.0,Male,35.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",34.98065538483647,3.7637755160699164
2014.0,Public,Degree or equivalent,1.0,Female,54.0,PROFESSIONAL OCCUPATIONS,20.88366294490513,2.887807514468984
2013.0,Private,Higher education,0.0,Male,46.0,PROFESSIONAL OCCUPATIONS,17.09495192433498,2.7428101863632954
2019.0,Private,GCSE grades A-C or equiv,0.0,Male,25.0,SKILLED TRADE OCCUPATIONS,9.252766791289517,1.9163858691436337
2004.0,Public,Degree or equivalent,1.0,Male,47.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",45.528674706652744,3.868145854704827
2003.0,Public,Other qualifications,0.0,Female,48.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.31506112423151,2.038993743811443
2002.0,Public,Other qualifications,0.0,Male,51.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,28.37797102152128,3.2300303843534697
2004.0,Private,Higher education,0.0,Male,35.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",15.969715185641899,2.5407738834980447
2010.0,Private,GCSE grades A-C or equiv,0.0,Male,40.0,"PROCESS, PLANT AND MACHINE OPERATIVES",3.9802517063836937,1.8285991202410767
2003.0,Private,Other qualifications,0.0,Female,18.0,ELEMENTARY OCCUPATIONS,6.176720211796326,1.6345877910204891
2020.0,Public,Degree or equivalent,1.0,Female,40.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,18.580000078724566,2.6993132736825842
2006.0,Public,Degree or equivalent,1.0,Male,33.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,9.463851892001198,2.073770364847168
2008.0,Private,Degree or equivalent,1.0,Male,43.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",32.99338188800766,2.7097423982088102
2003.0,Public,Degree or equivalent,1.0,Female,37.0,PROFESSIONAL OCCUPATIONS,25.445740178626483,3.3083525293092686
2015.0,Public,GCSE grades A-C or equiv,0.0,Male,25.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",-19.173200931365237,1.7400430158892712
2010.0,Private,No qualification,0.0,Female,57.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.976239681327812,1.6921412410388539
2004.0,Private,Degree or equivalent,1.0,Male,58.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,25.703247020424435,2.445870555523145
2016.0,Public,GCE A Level or equiv,0.0,Female,42.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,22.190528752641544,2.440178826703378
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,57.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,13.633779041898098,2.452657557601374
2002.0,Private,GCE A Level or equiv,0.0,Male,36.0,SKILLED TRADE OCCUPATIONS,13.089591232711658,2.6117563699376527
2007.0,Private,GCSE grades A-C or equiv,0.0,Female,44.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.859024124762691,1.6962077707797483
2010.0,Private,Other qualifications,0.0,Female,50.0,ELEMENTARY OCCUPATIONS,6.012661511834932,1.7086483256999832
2003.0,Private,No qualification,0.0,Male,56.0,SKILLED TRADE OCCUPATIONS,7.038005718484743,1.547594742551599
2009.0,Private,Other qualifications,0.0,Female,39.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.81185396663857,2.3500469530053887
2018.0,Private,GCE A Level or equiv,0.0,Female,44.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,22.905053205197653,2.7474142271164887
2020.0,Private,GCSE grades A-C or equiv,0.0,Male,68.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.821940137333222,2.3963471077414242
2016.0,Public,GCSE grades A-C or equiv,0.0,Female,44.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,12.359639586038154,2.490317144258943
2004.0,Private,Other qualifications,0.0,Female,57.0,ELEMENTARY OCCUPATIONS,8.136520586562282,1.7700560960510063
2018.0,Public,Degree or equivalent,1.0,Female,41.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.074576369782516,2.378212937347826
2007.0,Private,GCSE grades A-C or equiv,0.0,Male,31.0,ELEMENTARY OCCUPATIONS,13.222828614619832,2.364868869215228
2003.0,Public,GCSE grades A-C or equiv,0.0,Female,47.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,14.874566949898806,2.4988339132192996
2003.0,Private,Higher education,0.0,Male,49.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",32.21607285523713,2.593261060230509
2006.0,Private,Higher education,0.0,Female,44.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.740779728042352,2.041461094950834
2002.0,Public,Degree or equivalent,1.0,Female,45.0,PROFESSIONAL OCCUPATIONS,18.233899922808654,2.934236409847889
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,47.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,13.716021870361013,2.353938159830947
2012.0,Public,Degree or equivalent,1.0,Female,55.0,PROFESSIONAL OCCUPATIONS,16.37945864138843,2.8319013877324886
2005.0,Private,Degree or equivalent,1.0,Male,39.0,PROFESSIONAL OCCUPATIONS,23.628590472458622,3.1823638287473845
2008.0,Public,Other qualifications,0.0,Female,61.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,10.24256984544065,2.5423214658705575
2003.0,Private,GCSE grades A-C or equiv,0.0,Male,19.0,"PROCESS, PLANT AND MACHINE OPERATIVES",7.296170743242138,1.7119546556842753
2012.0,Private,GCSE grades A-C or equiv,0.0,Female,41.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",7.787290375818543,1.8283809390324282
2010.0,Private,Degree or equivalent,1.0,Male,48.0,PROFESSIONAL OCCUPATIONS,3.0702516085316525,2.8270518090018766
2020.0,Private,GCE A Level or equiv,0.0,Female,36.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",19.27205152168041,3.2846290080328187
2016.0,Private,GCSE grades A-C or equiv,0.0,Female,31.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",10.417304708805364,2.0995917020435226
2014.0,Private,GCSE grades A-C or equiv,0.0,Female,57.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,6.3696211735656405,2.147295291339134
2007.0,Public,GCE A Level or equiv,0.0,Female,41.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.663017855406731,1.8033480020951567
2006.0,Public,Higher education,0.0,Female,37.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,6.178250785296246,1.816765259355659
2016.0,Public,GCE A Level or equiv,0.0,Female,35.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.871439095966632,1.9365887513647353
2003.0,Private,No qualification,0.0,Male,27.0,ELEMENTARY OCCUPATIONS,9.71523319400595,2.253348243476502
2003.0,Public,Degree or equivalent,1.0,Female,55.0,PROFESSIONAL OCCUPATIONS,8.615176200374849,2.3666165960945804
2008.0,Private,Higher education,0.0,Male,47.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",43.79602539999745,3.7801286854042475
2015.0,Public,Higher education,0.0,Female,49.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",14.74538533557033,2.3431877483586088
2005.0,Private,Other qualifications,0.0,Male,28.0,ELEMENTARY OCCUPATIONS,6.9579527377757575,1.7267324691175134
2012.0,Public,GCSE grades A-C or equiv,0.0,Female,50.0,PROFESSIONAL OCCUPATIONS,-1.7574907267641287,1.8284833454081006
2015.0,Private,GCE A Level or equiv,0.0,Female,19.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,3.4802617944283663,1.1991934190118108
2012.0,Public,Degree or equivalent,1.0,Male,33.0,PROFESSIONAL OCCUPATIONS,16.82126962974392,2.8292826874780572
2002.0,Private,GCE A Level or equiv,0.0,Female,18.0,ELEMENTARY OCCUPATIONS,4.356964065684563,1.560556348216714
2017.0,Private,Higher education,0.0,Male,48.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,25.630405552495745,2.884852865012427
2010.0,Public,Degree or equivalent,1.0,Female,32.0,PROFESSIONAL OCCUPATIONS,6.500796258193073,1.819401943596127
2017.0,Public,GCE A Level or equiv,0.0,Male,45.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.970634649456674,1.8732480190429075
2012.0,Private,No qualification,0.0,Male,64.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,6.8050473500793816,1.769154495167579
2014.0,Private,GCSE grades A-C or equiv,0.0,Female,57.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.008533479637826,2.357165699156945
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,45.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.669395148537738,1.8100637157230368
2010.0,Public,Degree or equivalent,1.0,Male,45.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.28930127232779,2.932538926903769
